# Constructed from biom file
#OTU ID	E1	E3	E4	E5	NS1	NS2	NS3	NS4	NS5	NS6	QS1	QS2	QS3	QS4	QS5	QS6	QS7	QS8	S1	S10	S14	S2	S3	S5	S6	S8	S9
EC:1.14.13.142	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	32.0	0.0	126.0	42.0	16.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.13.149	214.0	0.0	0.0	32.0	472.0	376.0	154.0	0.0	710.0	630.0	758.0	454.0	392.0	408.0	102.0	76.0	246.0	762.0	0.0	0.0	114.0	92.0	2.0	0.0	0.0	0.0	0.0
EC:1.14.13.165	22.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.13.2	8.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	63.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.13.40	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.13.50	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.13.59	22.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.13.7	77.0	0.0	0.0	0.0	219.0	157.0	77.0	0.0	292.0	315.0	308.0	200.0	168.0	204.0	51.0	38.0	123.0	348.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.14.13.82	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.13.83	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	413.0	235.0	205.75	208.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.14.14.12	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.14.5	30.0	0.0	0.0	16.0	17.0	31.0	0.0	0.0	63.0	0.0	71.0	27.0	28.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.14.9	154.0	0.0	0.0	16.0	438.0	314.0	154.0	0.0	600.0	630.0	679.0	421.0	344.0	408.0	102.0	76.0	246.0	723.0	0.0	0.0	114.0	42.0	2.0	0.0	0.0	0.0	0.0
EC:1.14.15.13	77.0	0.0	0.0	0.0	219.0	157.0	77.0	0.0	292.0	315.0	308.0	200.0	168.0	204.0	51.0	38.0	123.0	348.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.14.15.3	77.0	0.0	0.0	0.0	219.0	157.0	77.0	0.0	292.0	315.0	308.0	200.0	168.0	204.0	51.0	38.0	123.0	348.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.14.19.1	184.0	0.0	0.0	48.0	455.0	345.0	154.0	0.0	689.0	630.0	813.0	469.0	380.0	408.0	102.0	76.0	246.0	783.0	0.0	0.0	114.0	67.0	2.0	0.0	0.0	0.0	0.0
EC:1.14.19.2	8.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.19.3	0.0	0.0	0.0	0.0	0.0	11.5	12.5	0.0	0.0	28.0	21.5	0.0	9.75	4.0	0.0	6.75	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.14.99.50	8.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	63.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.15.1.1	236.0	46.0	25.0	69.0	489.0	380.5	188.0	8.0	793.5	693.0	805.5	475.0	391.5	422.0	102.0	95.0	304.0	761.5	6.0	12.0	114.0	67.0	2.0	0.0	12.0	0.0	0.0
EC:1.15.1.2	36.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.16.1.1	99.0	0.0	25.0	0.0	219.0	188.0	77.0	0.0	292.0	315.0	316.0	206.0	188.0	204.0	51.0	38.0	123.0	354.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.16.3.1	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.16.3.2	58.0	0.0	0.0	0.0	0.0	55.0	21.5	8.0	16.5	28.0	42.0	14.0	29.75	4.0	0.0	12.25	36.0	11.5	0.0	12.0	0.0	25.0	0.0	0.0	6.0	0.0	0.0
EC:1.17.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.17.1.2	107.0	34.0	25.0	69.0	236.0	212.0	98.5	8.0	397.5	350.0	476.0	275.0	213.75	214.0	51.0	50.25	159.0	413.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.17.1.4	60.0	0.0	0.0	64.0	34.0	62.0	0.0	0.0	168.0	0.0	268.0	96.0	72.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0
EC:1.17.1.8	220.0	46.0	25.0	69.0	455.0	369.0	175.5	8.0	689.5	665.0	784.0	494.0	381.75	424.0	102.0	88.25	282.0	761.5	6.0	12.0	114.0	67.0	2.0	0.0	12.0	0.0	0.0
EC:1.17.4.1	357.0	92.0	50.0	138.0	708.0	623.5	286.5	16.0	1134.0	1043.0	1289.5	737.0	625.25	630.0	153.0	145.25	463.0	1181.0	12.0	24.0	171.0	138.0	3.0	0.0	24.0	0.0	0.0
EC:1.17.4.2	36.0	46.0	25.0	37.0	0.0	12.5	9.0	8.0	16.5	7.0	19.0	8.0	9.75	4.0	0.0	12.25	21.0	5.5	6.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.17.7.1	107.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.17.7.3	107.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.17.99.6	0.0	46.0	25.0	37.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.18.1.2	30.0	0.0	0.0	16.0	17.0	79.0	43.0	0.0	106.0	70.0	139.0	43.0	47.5	8.0	0.0	24.5	72.0	44.0	0.0	0.0	0.0	25.0	0.0	0.0	6.0	0.0	0.0
EC:1.18.1.3	99.0	0.0	0.0	32.0	219.0	188.0	77.0	0.0	324.0	315.0	442.0	248.0	204.0	204.0	51.0	38.0	123.0	408.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.18.6.1	180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.10	77.0	12.0	0.0	16.0	219.0	157.0	77.0	0.0	308.0	322.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	6.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.2.1.11	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.2.1.12	107.0	46.0	25.0	53.0	236.0	236.0	120.0	8.0	398.0	385.0	447.0	262.0	215.5	218.0	51.0	62.5	195.0	392.0	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.2.1.16	566.0	0.0	0.0	64.0	1348.0	1126.5	514.0	0.0	1979.5	1960.0	2219.0	1351.0	1149.25	1242.0	306.0	264.75	831.0	2236.5	0.0	0.0	342.0	226.0	6.0	0.0	0.0	0.0	0.0
EC:1.2.1.18	107.0	0.0	0.0	16.0	236.0	199.5	89.5	0.0	365.0	343.0	394.0	246.0	196.0	210.0	51.0	38.0	138.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.2.1.2	138.0	0.0	0.0	32.0	17.0	31.0	0.0	8.0	99.0	0.0	134.0	48.0	36.0	0.0	0.0	0.0	0.0	60.0	0.0	12.0	0.0	25.0	0.0	0.0	6.0	0.0	0.0
EC:1.2.1.20	566.0	0.0	0.0	64.0	1348.0	1126.5	514.0	0.0	1979.5	1953.0	2219.0	1351.0	1149.25	1242.0	306.0	264.75	831.0	2236.5	0.0	0.0	342.0	226.0	6.0	0.0	0.0	0.0	0.0
EC:1.2.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.22	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.27	107.0	0.0	0.0	16.0	236.0	199.5	89.5	0.0	365.0	343.0	394.0	246.0	196.0	210.0	51.0	38.0	138.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.2.1.28	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.3	406.0	0.0	0.0	64.0	944.0	721.0	308.0	0.0	1430.0	1260.0	1508.0	902.0	764.0	816.0	204.0	152.0	492.0	1518.0	0.0	0.0	228.0	159.0	4.0	0.0	6.0	0.0	0.0
EC:1.2.1.38	143.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.2.1.4	99.0	0.0	0.0	16.0	219.0	188.0	77.0	0.0	308.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.2.1.41	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.2.1.46	22.0	0.0	0.0	16.0	0.0	31.0	0.0	0.0	16.0	0.0	71.0	27.0	28.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.59	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.1.60	77.0	0.0	0.0	16.0	219.0	157.0	77.0	0.0	308.0	315.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.2.1.70	143.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.2.1.79	566.0	0.0	0.0	64.0	1348.0	1126.5	514.0	0.0	1979.5	1953.0	2219.0	1351.0	1149.25	1242.0	306.0	264.75	831.0	2236.5	0.0	0.0	342.0	226.0	6.0	0.0	0.0	0.0	0.0
EC:1.2.1.8	415.0	0.0	0.0	32.0	1112.0	816.0	385.0	0.0	1549.0	1575.0	1680.5	1048.0	885.75	1024.0	255.0	196.75	622.0	1800.0	0.0	0.0	285.0	130.0	5.0	0.0	0.0	0.0	0.0
EC:1.2.1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.2.1.88	184.0	0.0	0.0	32.0	455.0	369.0	175.5	0.0	689.5	665.0	777.5	475.0	372.0	414.0	102.0	81.5	275.0	761.5	0.0	0.0	114.0	67.0	2.0	0.0	0.0	0.0	0.0
EC:1.2.1.91	77.0	0.0	0.0	16.0	219.0	157.0	77.0	0.0	308.0	315.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.2.3.3	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.4.1	623.0	24.0	0.0	112.0	1180.0	1088.0	406.5	0.0	1833.5	1610.0	2087.0	1266.0	1085.75	1042.0	255.0	202.25	651.0	1988.5	12.0	0.0	285.0	330.0	5.0	0.0	18.0	0.0	0.0
EC:1.2.4.2	30.0	0.0	0.0	0.0	17.0	42.5	12.5	0.0	57.0	35.0	23.0	25.0	20.0	6.0	0.0	0.0	15.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.4.4	22.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.5.1	107.0	34.0	25.0	53.0	236.0	199.5	89.5	0.0	355.0	343.0	400.5	227.0	205.75	208.0	51.0	44.75	145.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.2.7.1	144.0	34.0	25.0	37.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
EC:1.2.7.11	512.0	68.0	50.0	106.0	910.0	690.0	308.0	16.0	1294.0	1260.0	1374.0	892.0	728.0	828.0	204.0	152.0	492.0	1458.0	0.0	24.0	228.0	134.0	4.0	0.0	24.0	0.0	0.0
EC:1.2.7.3	584.0	68.0	50.0	106.0	910.0	690.0	308.0	16.0	1294.0	1260.0	1374.0	892.0	728.0	828.0	204.0	152.0	492.0	1458.0	0.0	24.0	228.0	134.0	4.0	0.0	24.0	0.0	0.0
EC:1.2.7.4	36.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.2.7.7	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.7.8	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.2.99.2	940.0	68.0	50.0	218.0	2224.0	1787.0	770.0	16.0	3158.0	3150.0	3703.0	2231.0	1892.0	2040.0	510.0	380.0	1230.0	3765.0	0.0	24.0	570.0	385.0	10.0	0.0	18.0	0.0	0.0
EC:1.2.99.5	216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.20.4.1	121.0	46.0	25.0	53.0	236.0	181.0	98.5	16.0	391.5	350.0	405.0	229.0	185.75	208.0	51.0	50.25	159.0	380.5	6.0	24.0	57.0	21.0	1.0	0.0	18.0	0.0	0.0
EC:1.20.4.3	30.0	0.0	0.0	0.0	17.0	55.0	21.5	0.0	63.5	28.0	42.0	14.0	29.75	4.0	0.0	12.25	36.0	11.5	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.10	107.0	0.0	0.0	16.0	236.0	188.0	77.0	0.0	365.0	322.0	379.0	246.0	196.0	210.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:1.3.1.101	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.106	143.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:1.3.1.12	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.3.1.14	36.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
EC:1.3.1.28	8.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	63.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.1.34	77.0	0.0	0.0	0.0	219.0	168.5	89.5	0.0	292.0	343.0	323.0	200.0	168.0	204.0	51.0	38.0	138.0	348.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.3.1.54	143.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:1.3.1.76	143.0	34.0	25.0	53.0	236.0	199.5	89.5	8.0	355.0	350.0	394.0	227.0	196.0	204.0	51.0	38.0	138.0	381.0	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.3.1.86	85.0	0.0	0.0	16.0	236.0	157.0	77.0	0.0	355.0	315.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.3.1.9	107.0	92.0	50.0	90.0	236.0	188.0	77.0	16.0	365.0	322.0	379.0	246.0	196.0	210.0	51.0	38.0	123.0	381.0	12.0	24.0	57.0	46.0	1.0	0.0	18.0	0.0	0.0
EC:1.3.1.98	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.3.3.11	77.0	0.0	0.0	16.0	219.0	157.0	77.0	0.0	308.0	315.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
EC:1.3.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.3.4	107.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
EC:1.3.3.6	0.0	0.0	0.0	16.0	0.0	11.5	12.5	0.0	16.0	28.0	78.0	21.0	8.0	0.0	0.0	0.0	15.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.4.1	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.5.1	428.0	68.0	50.0	138.0	944.0	800.0	351.0	16.0	1473.0	1337.0	1584.0	1000.0	803.5	848.0	204.0	176.5	564.0	1535.0	0.0	24.0	228.0	184.0	4.0	0.0	24.0	0.0	0.0
EC:1.3.5.2	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.3.5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.5.4	436.0	80.0	50.0	138.0	961.0	800.0	351.0	16.0	1530.0	1337.0	1584.0	1000.0	803.5	848.0	204.0	176.5	564.0	1535.0	6.0	24.0	228.0	184.0	4.0	0.0	24.0	0.0	0.0
EC:1.3.7.11	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.8.1	99.0	0.0	0.0	0.0	219.0	188.0	77.0	0.0	292.0	315.0	316.0	206.0	188.0	204.0	51.0	38.0	123.0	354.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.3.8.6	107.0	0.0	0.0	16.0	236.0	188.0	77.0	0.0	365.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
EC:1.3.8.7	585.0	0.0	0.0	112.0	1584.0	1164.5	576.5	0.0	2317.0	2296.0	2650.0	1553.0	1252.0	1428.0	357.0	266.0	906.0	2631.0	0.0	0.0	399.0	172.0	7.0	0.0	0.0	0.0	0.0
EC:1.3.98.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.99.16	154.0	0.0	0.0	32.0	438.0	314.0	154.0	0.0	616.0	630.0	742.0	442.0	352.0	408.0	102.0	76.0	246.0	750.0	0.0	0.0	114.0	42.0	2.0	0.0	0.0	0.0	0.0
EC:1.3.99.22	107.0	114.0	75.0	127.0	236.0	212.0	98.5	24.0	391.5	364.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	36.0	57.0	46.0	1.0	0.0	24.0	0.0	0.0
EC:1.3.99.26	8.0	0.0	0.0	16.0	17.0	11.5	12.5	0.0	63.0	28.0	78.0	21.0	8.0	0.0	0.0	0.0	15.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.99.28	8.0	0.0	0.0	16.0	17.0	11.5	12.5	0.0	63.0	28.0	78.0	21.0	8.0	0.0	0.0	0.0	15.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.99.29	8.0	0.0	0.0	16.0	17.0	11.5	12.5	0.0	63.0	28.0	78.0	21.0	8.0	0.0	0.0	0.0	15.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.99.31	8.0	0.0	0.0	16.0	17.0	11.5	12.5	0.0	63.0	28.0	78.0	21.0	8.0	0.0	0.0	0.0	15.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.99.4	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.3.99.5	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.4.1.1	143.0	12.0	0.0	16.0	236.0	199.5	89.5	0.0	355.0	343.0	400.5	246.0	205.75	214.0	51.0	44.75	145.0	381.0	6.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
EC:1.4.1.13	214.0	34.0	25.0	101.0	472.0	376.0	154.0	16.0	762.0	630.0	884.0	534.0	408.0	420.0	102.0	76.0	246.0	816.0	0.0	24.0	114.0	92.0	2.0	0.0	18.0	0.0	0.0
EC:1.4.1.14	214.0	34.0	25.0	101.0	472.0	376.0	154.0	16.0	762.0	630.0	884.0	534.0	408.0	420.0	102.0	76.0	246.0	816.0	0.0	24.0	114.0	92.0	2.0	0.0	18.0	0.0	0.0
EC:1.4.1.16	0.0	34.0	25.0	37.0	0.0	11.5	12.5	8.0	0.0	28.0	15.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
EC:1.4.1.2	107.0	34.0	25.0	53.0	236.0	188.0	77.0	8.0	355.0	322.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
